title,company,location,salary,description,city,state,coded_sal,"Arlington,  VA","Atlanta,  GA","Baltimore,  MD","Bellevue,  WA","Berkeley,  CA","Beverly Hills,  CA","Billerica,  MA","Boston,  MA","Boulder,  CO","Brisbane,  CA","Cambridge,  MA","Campbell,  CA","Charlottesville,  VA","Cherry Hill,  NJ","Chicago,  IL","Collegeville,  PA","Columbia,  MD","Coral Gables,  FL","Denver,  CO","Downers Grove,  IL","Durham,  NC","East Hanover,  NJ","Evanston,  IL","Houston,  TX","Iowa City,  IA","Jacksonville,  FL","Lacey,  WA","Laurel,  MD","Los Angeles,  CA","Manhattan,  NY","Marietta,  GA","Miami,  FL","Mountain View,  CA","New Jersey, NJ","New York,  NY","Newton,  MA","Norcross,  GA","Northridge,  CA","Oakland,  CA","Ohio, OH","Palo Alto,  CA","Pasadena,  CA","Philadelphia,  PA","Pleasanton,  CA","Quincy,  MA","Raleigh,  NC","Redwood City,  CA","Reston,  VA","Rockville,  MD","Rosemont,  IL","Roswell,  GA","Salt Lake City,  UT","San Diego,  CA","San Francisco Bay Area,  CA","San Francisco,  CA","San Jose,  CA","San Mateo,  CA","Santa Clara,  CA","Seattle,  WA","Silver Spring,  MD","Somerville,  MA","Sunnyvale,  CA","Torrance,  CA","Washington,  DC","Watertown,  MA","Wellesley,  MA","Wilmington,  DE"
Data Scientist (Consumer Loans),Lendmart,"Los Angeles,  CA",55000,"Undertaking knowledge discovery and data mining in large transactional datasets. Performing data extraction, transformation and loading from multiple data...",Los Angeles, CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Oliver James Associates,"New York,  NY",160000,"Integrate and mine large data sets, connecting data from disparate sources to identify insights and patterns using predictive and prescriptive analytics, and...",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DATA ANALYST,HRA/DEPT OF SOCIAL SERVICES,"Manhattan,  NY",59984,"For Assignment Level I (only physical, biological and environmental sciences and public health) A master's degree from an accredited college or university with...",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer/Scientist,Employment Trust,"Bellevue,  WA",117500,"Unlock insights from consumer, commerce, and logistics datasets with math/statistical modeling, machine learning, data mining, econometrics to help understand...",Bellevue, WA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Huxley Associates,"Chicago,  IL",100000,The Data Scientist will be involved with business critical projects and will be working with brand new technology while using machine learning techniques....,Chicago, IL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Jobspring Partners,"Chicago,  IL",130000,"The role will allow you take ownership of your work, and continuously learn from intelligent and hard-working data scientists....",Chicago, IL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Patronage Network (CPN) Research Analyst / Advisor,Quiet Professionals LLC,"Reston,  VA",180000,Salary ranges from $180k-$220k based on experience.*. (min 3 yrs) Counter-Threat Finance methods and tools:. \*THIS POSITION IS IN KABUL\**....,Reston, VA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Research & Policy Analyst,Population Action International (PAI),"Washington,  DC",72500,"Ensure that project work is implemented in an efficient, effective manner that aligns with PAI target objectives, manages project budget, and oversee project...",Washington, DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Data Scientist,The Connors Group,"New Jersey, NJ",160000,"Our data processing and modeling pipelines are built using Spark, MapReduce,Pig, Hive, Kafka, ElasticSearch, HBase, Cassandra, and other open-source platforms....",New Jersey,NJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Scientist,Ohio State University Medical Center,"Ohio, OH",48738,"Research Scientist to plan, develop and build an independent research program resulting in publishable contributions to knowledge which answer important...",Ohio,OH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,"Gunther Douglas, Inc.","Washington,  DC",125000,"Five (5) or more years of relevant advanced analytics experience – strong proficiency in advanced statistical, predictive and machine learning techniques (agent...",Washington, DC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Machine learning / AI / Restful API web services Engineer at...,CareerMonks,"Atlanta,  GA",120000,"Familiarity with No SQL databases, bot framework, data streaming and integrating unstructured data will be plus....",Atlanta, GA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NETWORK OPERATIONS RESEARCH ANALYST EAS,United States Postal Service,"Washington,  DC",88746,"The salary will be based on previous experience, salary history, and current postal pay policies. We offer excellent benefits including health and life...",Washington, DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DATA ANALYST,HRA/DEPT OF SOCIAL SERVICES,"Manhattan,  NY",59984,"The Data Analyst will:. Experience with data visualization techniques. Organizations to utilize new technological resources, encourage data sharing,....",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,indify,"New York,  NY",130000,"You'll have your hands in all parts of indify's data pipeline including building out the algorithms driving the heart of indify, constructing data pipelines to...",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Oliver James Associates,"New York,  NY",160000,Data Science / Analytics:. If you are a Data Scientist with extensive Machine Learning experience then get in touch with me for a confidential career discussion...,New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr Quantitative Finance Analyst,Sr Quantitative Finance Analyst,"New York,  NY",140000,"Job description This role is responsible for: * leading the development efforts of new models and diagnostic tools, * define and enhance the bank credit and",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,WorldCover,"New York,  NY",90000,We are looking for a talented data scientist who is excited to tackle the challenges unique to our markets:. Optimizing customer data collection processes and...,New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Scienaptic Systems Inc,"New York,  NY",100000,"We are looking for an energetic and experienced person as Data Scientist. Ability to code on SAS/R for data munging, SQL queries based data exploration &...",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Architect/ Data Engineer,"Envisagenics, Inc.","New York,  NY",87500,"He/she will collaborate with a team of software developers, data scientists and front-end designers to help tune databases for peak performance, ensure...",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Research Analyst,Research Foundation of The City University of New...,"New York,  NY",75000,"Follow protocols for gathering quantitative and qualitative data, coding data or information, constructing data bases using specified technology, analyzing data...",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Enterprise Select,"New York,  NY",130000,"2+ years practical experience as a data scientist or similar quantitative role. We are specifically looking for an experienced Data Scientist who is proactive,...",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,ADMIN FOR CHILDREN'S SVCS,"Manhattan,  NY",79249,"Perform analytic tasks, using individual and/or case level data as well as aggregate data, including running queries, conducting analyses and developing reports...",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Data Scientist,Oliver James Associates,"New York,  NY",110500,"3+ years of professional experience working as a Data Scientist. Machine learning, data visualization, statistical modeling, data mining, or information...",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Data Scientist,Averity,"New York,  NY",167500,"As a Principal Data Scientist on our team, you will be a hands-on Data Scientist creating actionable insights based upon our big data sets....",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,Averity,"New York,  NY",130000,"As a Data Scientist in our Operational Analytics team, you lead and manage a team of data scientists ultimately responsible for driving our company's...",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Data Manager – Researcher, Bureau of Children, Youth & Famil...",DEPT OF HEALTH/MENTAL HYGIENE,"New York,  NY",75557,"Experience designing and conducting analyses of large secondary datasets, including analysis of complex survey data....",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Scientist,Centers for Disease Control and Prevention,"New York,  NY",117437,Analyze scientific investigation data. The Centers for Disease Control and Prevention (CDC) is the agency Americans trust with their lives....,New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist ( FinTech / Python / R / ML / Big Data...,Venturi Ltd,"New York,  NY",160000,"Data Scientist, FinTech, Python, R, Machine Learning, Big Data Engineer, Hadoop, Cloudera, SQL, NoSQL, Hortonworks, Java, Data Science, Analyst, Analytics, PhD,...",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Data Scientist for Multi-Billion, Top-Ranked Global C...",Averity,"New York,  NY",110000,"Data Scientist in our Analytics team, you will be join a team of experienced data scientists responsible for providing advanced analytics to support strategic...",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist ( FinTech / Fraud / Python / R / Machi...,Venturi Ltd,"New York,  NY",117500,"As the Senior Data Scientist you will:. Data Scientist, FinTech, Python, R, Machine Learning, Big Data Engineer, Hadoop, Cloudera, SQL, NoSQL, Hortonworks, Java...",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Field Scientist,Miller Advertising,"New York,  NY",62000,"City Research Scientist; Compile, analyze and interpret data and present results. Strong GIS, spatial and statistical analysis and data management skills....",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Post-doc Research Scientist,Research Foundation of The City University of New...,"New York,  NY",62500,Postdoctoral Research Scientist. Conducting GIS research on statistical methods for integrating citizen collected data and data from new generation low-cost air...,New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Research Scientist for Data Integrity, World Trade Center He...",DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan,  NY",87915,"Under guidance of the Research Director, serve as Registry lead for survey data integrity and data cleaning and develop and manage implementation of data...",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Field Scientist,DEPT OF PARKS & RECREATION,"Manhattan,  NY",62000,"Compile, analyze and interpret data and present results. Strong GIS, spatial and statistical analysis and data management skills....",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Darwin Recruitment,"New York,  NY",130000,"Experience with data processing and storage frameworks like Hadoop, Scaling, Spark. Apply machine learning, NLP and deep learning methods to ever growing data...",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Panel Maintenance Analyst, World Trade Center Health Registr...",DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan,  NY",65977,"-Assisting in survey intake, data capture processes, data cleaning and outreach for Registry follow-up surveys and ancillary studies....",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,POLICE DEPARTMENT,"New York,  NY",79249,"Extensive knowledge of applied statistics, analytics, machine learning, data science or big data tools....",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Project Associate, EQUAL",NYU Global TIES for Children,"New York,  NY",52000,Willingness and ideally interest in developing further statistical and data analysis skills. Alice Wuermli (Research Scientist and Associate Director of Global...,New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Researcher,Execu | Search,"New York,  NY",125000,Data collection and analysis. Demonstrated ability to conduct independent research utilizing large data sets....,New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Environmental Analyst, Bureau of Environmental Surveillance...",DEPT OF HEALTH/MENTAL HYGIENE,"Manhattan,  NY",78790,Working with analytics team members to improve data quality and report tracking. Completing quality assurance review and documentation for routine and custom...,Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VP Data Scientist, Data Science Manager, Data Scientist",Oliver James Associates,"New York,  NY",180000,"We are partnering a Global Insurance organisation to appoint a VP Data Scientist, Data Science Manager and Data Scientist with experience in Life Insurance....",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydrologist,DEPT OF PARKS & RECREATION,"Manhattan,  NY",78000,"Strong GIS, spatial and statistical analysis and data management skills. Compile, analyze and interpret data and present results using field and desktop...",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EpicCare Ambulatory Analyst: Research-Registry TP136,Edwards Place of Employment,"New York,  NY",112500,Salary: $100k - $125k Relo: $5k signing bonus Our client company is looking for an experienced analyst to tailor the EPIC system to fit their needs. *This,New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quantitative Business Analyst, AVP - NYC",Huxley Associates,"New York,  NY",135000,"My client, a leading global investment bank is seeking an associate level/AVP quant analyst to work in a hybrid quant business analyst role for their Risk",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Harnham,"New York,  NY",150000,Work closely with data scientists to help map data fields to hypotheses and prepare data for use in their highly advanced analytical models....,New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Project Manager,HRA/DEPT OF SOCIAL SERVICES,"Manhattan,  NY",86565,"Provides technical assistance on available data sources, data base construction,. Research and utilize program data and administrative data to manage project....",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst/Modeler,DEPARTMENT OF FINANCE,"Manhattan,  NY",75557,"Strong programming, data analysis, statistical sampling or data mining experience. The Tax Policy, Data Intelligence Group (DIG) unit seeks an experienced...",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist (People Analytics/HR),Averity,"New York,  NY",215000,You should have working experience as a Data Scientist past your education. If you are a Data Scientist with a particular interest in applying data analytics to...,New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NLP Scientist-R&D,WSI Nationwide,"New York,  NY",140000,"NLP Scientist-R&D, Data Scientist. They need great scientists who also are great coders. First and foremost we need great scientists who also are great coders....",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Permits Coordinator,DEPT OF PARKS & RECREATION,"Manhattan,  NY",65977,"Use ArcGIS software to map, visualize and spatially analyze data. Strong GIS, spatial and statistical analysis, and data management skills....",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Implementation Supervisor,Center for Latino Adolescent and Family Health - N...,"New York,  NY",48000,"Experience with data collection, such as administering surveys, in-depth interviews, or focus groups. Lead and supervise a team responsible for recruiting...",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project Manager,HRA/DEPT OF SOCIAL SERVICES,"Manhattan,  NY",76643,"The Office of Data Reporting & Analysis is recruiting for two (2) City Research Scientists II, to function....",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist (Media Company),Averity,"New York,  NY",120000,"Our team is made up of five data scientists, and you will be number six. Our Data Science team is made up of five well educated and very smart individuals....",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compliance Team Leader,DEPT. OF HOMELESS SERVICES,"Manhattan,  NY",90981,The City Research Scientist Level 3 will be tasked with:. §Design and maintain reporting tools to simplify and streamline data consumption....,Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Quality Analyst,DEPT OF ENVIRONMENT PROTECTION,"New York,  NY",79249,S/he must also demonstrate the ability to connect technical data to policy level needs. Two years as a City Research Scientist Level I can be substituted for...,New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
City Research Scientist,DEPT OF ENVIRONMENT PROTECTION,"New York,  NY",79249,"Participating in data collection, analysis, interpretation, and generating reports on data, findings, and results....",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manager - Predictive Modeling,Oliver James Associates,"New York,  NY",170000,Are you passionate about data? Do you have experience in the Life insurance market?...,New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
